Document,Invoice Date,Customer,fStyle#,Yds_ordered,UOM,Unit Price,Line Price,1st Invoice,Sales Rep,Commission,Selling Co,PO#
S2505043,05-06-25,Royal Sleep LLC,CT2155-1,502,yds, $1.33 , $667.66 ,INV0009337,Camilla Franklin,,CT,B478-040
S2505040,05-06-25,Southerland Inc,C1B3299-1,40,yds, $12.59 , $503.60 ,INV0009335,Julia Dibrell,,CT,33330
S2505042,05-06-25,Southerland Inc,C1B3912-1FS,128,yds, $13.50 ," $1,725.30 ",INV0009335,Julia Dibrell,,CT,33330
S2505015,05-06-25,Serta Mattress Co,50000174,121,yds, $3.99 , $483.59 ,INV0009342,Julia Dibrell,,CT,61913
S2505077,05-07-25,SALT LAKE MATTRESS AND MFG (Serta),CT3085-1FI,202,yds, $4.25 , $856.80 ,INV0009351,House,,CT,22253
S2505068,05-07-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $264.25 ,INV0009345,Julia Dibrell,,CT,L8349-043
S2505069,05-07-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $230.61 ,INV0009345,Julia Dibrell,,CT,L8349-043
S2505062,05-07-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $264.25 ,INV0009343,Julia Dibrell,,CT,L8306-046
S2505066,05-07-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $230.04 ,INV0009346,Julia Dibrell,,CT,L8262-054
S2505061,05-07-25,Serta Simmons Bedding Company,70005413,1203,yds, $5.69 ," $6,846.78 ",INV0009343,Julia Dibrell,,CT,L8306-046
S2505070,05-07-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.84 ,INV0009345,Julia Dibrell,,CT,L8349-043
S2505060,05-07-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $253.72 ,INV0009343,Julia Dibrell,,CT,L8306-046
S2505065,05-07-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.46 ,INV0009346,Julia Dibrell,,CT,L8262-054
S2505080,05-08-25,BROOKLYN BEDDING,CEE4078-2,512,yds, $10.50 ," $5,376.00 ",INV0009356,Camilla Franklin,,CT,33846
S2505072,05-08-25,Serta Simmons Bedding Company,700094134,71,yds, $3.85 , $271.81 ,INV0009352,Julia Dibrell,,CT,L8308-134
S2505078,05-08-25,BROOKLYN BEDDING,CEE4318-1FI,313,yds, $8.75 ," $2,740.50 ",INV0009356,Camilla Franklin,,CT,33846
S2505086,05-08-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $226.05 ,INV0009353,Julia Dibrell,,CT,L8346-040
S2505084,05-08-25,Serta Simmons Bedding Company,50000176,41,yds, $5.68 , $231.74 ,INV0009354,Julia Dibrell,,CT,L8348-056
S2505093,05-08-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $259.46 ,INV0009355,Julia Dibrell,,CT,L8308-135
S2505081,05-08-25,BROOKLYN BEDDING,C1B3194-1,404,yds, $3.98 ," $1,605.93 ",INV0009356,Camilla Franklin,,CT,33846
S2505082,05-08-25,BROOKLYN BEDDING,CEE4638-1CE,501,yds, $9.50 ," $4,758.55 ",INV0009356,Camilla Franklin,,CT,33846
S2505085,05-08-25,Serta Simmons Bedding Company,700094134,71,yds, $3.85 , $271.43 ,INV0009354,Julia Dibrell,,CT,L8348-056
S2505094,05-08-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.05 ,INV0009355,Julia Dibrell,,CT,L8308-135
S2505073,05-08-25,Serta Simmons Bedding Company,70005413,122,yds, $5.69 , $691.33 ,INV0009352,Julia Dibrell,,CT,L8308-134
S2505079,05-08-25,BROOKLYN BEDDING,CEE4317-1FI,406,yds, $8.75 ," $3,549.00 ",INV0009356,Camilla Franklin,,CT,33846
S2505074,05-08-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $263.55 ,INV0009352,Julia Dibrell,,CT,L8308-134
S2505109,05-09-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.86 ,INV0009364,Julia Dibrell,,CT,L8314-046
S2505108,05-09-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $230.04 ,INV0009364,Julia Dibrell,,CT,L8314-046
S2505117,05-12-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $228.04 ,INV0009366,Julia Dibrell,,CT,L8262-055
S2505031,05-13-25,SEALY INC,CT2155-1,13662,yds, $1.61 ," $21,995.82 ",INV0009368,House,,CT,605-037543-1
S2505129,05-13-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.46 ,INV0009375,Julia Dibrell,,CT,L8307-070
S2505130,05-13-25,Serta Simmons Bedding Company,50000173,46,yds, $3.66 , $167.26 ,INV0009375,Julia Dibrell,,CT,L8307-070
S2505142,05-13-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.46 ,INV0009381,Julia Dibrell,,CT,L8308-137
S2505140,05-13-25,Serta Simmons Bedding Company,70005413,122,yds, $5.69 , $696.46 ,INV0009381,Julia Dibrell,,CT,L8308-137
S2505095,05-13-25,Serta Simmons Bedding Company,50000173,92,yds, $3.66 , $337.82 ,INV0009372,Julia Dibrell,,CT,L8308-135
S2505132,05-13-25,Paramount Industrial Co Inc,C1B4014-1,216,yds, $9.95 ," $2,153.18 ",INV0009377,House,,CT,B705-011
S2505131,05-13-25,Serta Simmons Bedding Company,70005413,107,yds, $5.69 , $605.98 ,INV0009378,Julia Dibrell,,CT,L8269-047
S2505133,05-13-25,Paramount Industrial Co Inc,CT3018-1,107,yds, $7.98 , $853.06 ,INV0009377,House,,CT,B715-003
S2505119,05-13-25,JEFFCO FIBRES INC,CMR4067-3,998,yds, $5.80 ," $5,788.98 ",INV0009369,Julia Dibrell,,CT,2034668
S2504299,05-13-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4378-1,503,yds, $6.50 ," $3,270.15 ",INV0009374,House,,CT,22014
S2505029,05-13-25,Narcote,CF5127,9055,yds, $2.95 ," $26,712.25 ",INV0009370,House,,CT,00007802-00
S2505134,05-13-25,Paramount Industrial Co Inc,CT2155-1,743,yds, $1.33 , $988.19 ,INV0009377,House,,CT,40853
S2505127,05-13-25,Serta Simmons Bedding Company,700094133,65,yds, $3.50 , $228.90 ,INV0009376,Julia Dibrell,,CT,L8309-061
S2505135,05-13-25,Paramount Industrial Co Inc,CT3085-1FI,222,yds, $4.25 , $942.22 ,INV0009377,House,,CT,B716-006
S2505114,05-13-25,Serta Simmons Bedding Company,70005413,81,yds, $5.69 , $462.03 ,INV0009373,Julia Dibrell,,CT,L8308-136
S2505113,05-13-25,Serta Simmons Bedding Company,50000176,54,yds, $5.68 , $305.02 ,INV0009373,Julia Dibrell,,CT,L8308-136
S2505071,05-13-25,Serta Simmons Bedding Company,50000173,45,yds, $3.66 , $166.16 ,INV0009371,Julia Dibrell,,CT,L8308-134
S2505138,05-13-25,Serta Simmons Bedding Company,700094133,50,yds, $3.50 , $175.00 ,INV0009379,Julia Dibrell,,CT,L8263-026
S2505120,05-13-25,JEFFCO FIBRES INC,CT22150-1,1537,yds, $3.90 ," $5,994.30 ",INV0009369,Julia Dibrell,,CT,2034668
S2505137,05-13-25,Serta Simmons Bedding Company,70005413,128,yds, $5.69 , $728.32 ,INV0009379,Julia Dibrell,,CT,L8263-026
S2505139,05-13-25,Serta Simmons Bedding Company,70005413,127,yds, $5.69 , $720.35 ,INV0009380,Julia Dibrell,,CT,L8462-042
S2505141,05-13-25,Serta Simmons Bedding Company,50000173,45,yds, $3.66 , $165.43 ,INV0009381,Julia Dibrell,,CT,L8308-137
S2505128,05-13-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $201.10 ,INV0009375,Julia Dibrell,,CT,L8307-070
S2505145,05-14-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $228.54 ,INV0009386,Julia Dibrell,,CT,L8306-047
S2505111,05-14-25,Southerland Inc,CT2266-TT1,460,yds, $9.00 ," $4,141.80 ",INV0009391,Julia Dibrell,,CT,34081
S2505099,05-14-25,Southerland Inc,C1B3225-1,306,yds, $13.85 ," $4,235.33 ",INV0009390,Julia Dibrell,,CT,34028
S2505100,05-14-25,Southerland Inc,C1B3912-1FS,136,yds, $13.50 ," $1,834.65 ",INV0009390,Julia Dibrell,,CT,34028
S2505030,05-14-25,Narcote,CF5128,4759,yds, $3.17 ," $15,086.03 ",INV0009385,House,,CT,00007802-00
S2505172,05-14-25,Hemingway Sewing Solutions,40-21-41025L,52,yds, $0.00 , $0.00 ,INV0009398,House,,CT,Purple Pillow
S2505160,05-14-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $225.55 ,INV0009396,Julia Dibrell,,CT,L8308-138
S2505157,05-14-25,Serta Simmons Bedding Company,50000173,46,yds, $3.66 , $166.53 ,INV0009396,Julia Dibrell,,CT,L8308-138
S2505159,05-14-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009396,Julia Dibrell,,CT,L8308-138
S2505156,05-14-25,Serta Simmons Bedding Company,70005413,81,yds, $5.69 , $462.03 ,INV0009396,Julia Dibrell,,CT,L8308-138
S2505161,05-14-25,Serta Simmons Bedding Company,70005413,82,yds, $5.69 , $466.58 ,INV0009394,Julia Dibrell,,CT,L8265-058
S2505152,05-14-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $247.46 ,INV0009393,Julia Dibrell,,CT,L8349-044
S2505101,05-14-25,Southerland Inc,C1B3299-1,41,yds, $12.59 , $512.41 ,INV0009390,Julia Dibrell,,CT,34028
S2505098,05-14-25,Southerland Inc,C1B3198-1,41,yds, $15.51 , $629.71 ,INV0009390,Julia Dibrell,,CT,34028
S2505112,05-14-25,Southerland Inc,CEE3466-1,132,yds, $16.85 ," $2,222.52 ",INV0009391,Julia Dibrell,,CT,34081
S2504298,05-14-25,Sound Sleep,C1B4139-1,1244,yds, $4.35 ," $5,412.27 ",INV0009382,Camilla Franklin,,CT,25-00352
S2505151,05-14-25,SEALY INC,CT2155-1,479,yds, $1.61 , $771.19 ,INV0009395,House,,CT,415-302547-1
S2505107,05-14-25,Serta Simmons Bedding Company,50000173,56,yds, $3.66 , $205.69 ,INV0009392,Julia Dibrell,,CT,L8314-046
S2505144,05-14-25,Serta Simmons Bedding Company,50000174,48,yds, $4.07 , $194.55 ,INV0009386,Julia Dibrell,,CT,L8306-047
S2505146,05-14-25,Serta Simmons Bedding Company,70005413,307,yds, $5.69 ," $1,747.40 ",INV0009386,Julia Dibrell,,CT,L8306-047
S2505032,05-14-25,Brentwood / Silver Rest,C1B4654-1SC,5010,yds, $11.00 ," $55,114.40 ",INV0009383,Tim Scorziell,2,CT,65640
S2505092,05-14-25,Southerland Inc,CT2155-1,932,yds, $1.33 ," $1,239.56 ",INV0009389,Julia Dibrell,,CT,33964
S2505163,05-15-25,BROOKLYN BEDDING,CEE4078-2,211,yds, $10.50 ," $2,216.55 ",INV0009397,Camilla Franklin,,CT,34765
S2505165,05-15-25,BROOKLYN BEDDING,C1B3194-1,424,yds, $3.98 ," $1,686.72 ",INV0009397,Camilla Franklin,,CT,34765
S2505162,05-15-25,BROOKLYN BEDDING,CEE4317-1FI,431,yds, $8.75 ," $3,773.00 ",INV0009397,Camilla Franklin,,CT,34765
S2505164,05-15-25,BROOKLYN BEDDING,CEE4318-1FI,211,yds, $8.75 ," $1,841.88 ",INV0009397,Camilla Franklin,,CT,34765
S2505171,05-15-25,Serta Simmons Bedding Company,70005413,308,yds, $5.69 ," $1,750.24 ",INV0009400,Julia Dibrell,,CT,L8263-027
S2505166,05-15-25,Sealy Mattress Co of NJ Inc,CT2155-1,481,yds, $1.61 , $774.41 ,INV0009399,House,,CT,444-004450-1
S2505174,05-15-25,Serta Simmons Bedding Company,700094133,76,yds, $3.50 , $264.25 ,INV0009401,Julia Dibrell,,CT,L8348-057
S2505181,05-16-25,Serta Simmons Bedding Company,50000182,50,yds, $4.99 , $251.50 ,INV0009413,Julia Dibrell,,CT,L8309-062
S2505179,05-16-25,Serta Simmons Bedding Company,70005413,246,yds, $5.69 ," $1,398.60 ",INV0009413,Julia Dibrell,,CT,L8309-062
S2505178,05-16-25,Serta Simmons Bedding Company,700094133,80,yds, $3.50 , $281.40 ,INV0009413,Julia Dibrell,,CT,L8309-062
S2505184,05-16-25,Pleasant Mattress Inc.,CT2155-1,158,yds, $1.40 , $221.20 ,INV0009411,Camilla Franklin,,CT,151735
S2505183,05-16-25,Pleasant Mattress Inc.,C1B4014-1,66,yds, $10.45 , $689.70 ,INV0009411,Camilla Franklin,,CT,151735
S2505196,05-16-25,Pleasant Mattress Inc.,CT3085-1FI,258,yds, $5.28 ," $1,360.13 ",INV0009411,Camilla Franklin,,CT,151749
S2505182,05-16-25,Pleasant Mattress Inc.,CT3018-1,119,yds, $7.98 , $948.82 ,INV0009411,Camilla Franklin,,CT,151735
S2505195,05-16-25,Serta Simmons Bedding Company,70005413,121,yds, $5.69 , $687.35 ,INV0009412,Julia Dibrell,,CT,L8314-047
S2505186,05-19-25,Serta MD,50000173,164,yds, $3.58 , $587.12 ,INV0009419,Julia Dibrell,,CT,97621
S2505216,05-19-25,Serta Restokraft Mattress Co Inc,50000174,121,yds, $3.99 , $484.39 ,INV0009421,Julia Dibrell,,CT,50438
S2505185,05-19-25,Serta MD,50000182,310,yds, $4.99 ," $1,545.40 ",INV0009419,Julia Dibrell,,CT,97621
S2505217,05-19-25,Serta Restokraft Mattress Co Inc,50000182,101,yds, $4.99 , $504.49 ,INV0009421,Julia Dibrell,,CT,50438
S2505218,05-19-25,Serta Restokraft Mattress Co Inc,50000173,129,yds, $3.58 , $460.75 ,INV0009421,Julia Dibrell,,CT,50438
S2505251,05-19-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $227.05 ,INV0009418,Julia Dibrell,,CT,L8265-059
S2505187,05-19-25,Serta MD,50000174,182,yds, $3.99 , $724.98 ,INV0009419,Julia Dibrell,,CT,97621
S2505268,05-20-25,Serta Simmons Bedding Company,50000182,45,yds, $4.99 , $226.55 ,INV0009435,Julia Dibrell,,CT,L8307-071
S2505208,05-20-25,Serta Simmons Bedding Company,50000183,84,yds, $5.48 , $458.13 ,INV0009433,Julia Dibrell,,CT,L8348-058
S2505115,05-20-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.00 ,INV0009438,Julia Dibrell,,CT,L8308-136
S2505253,05-20-25,Serta Simmons Bedding Company,70005413,351,yds, $5.69 ," $1,995.48 ",INV0009441,Julia Dibrell,,CT,L8269-048
S2505201,05-20-25,Serta Simmons Bedding Company,70005413,42,yds, $5.69 , $236.70 ,INV0009428,Julia Dibrell,,CT,L8308-139
S2505274,05-20-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $229.04 ,INV0009431,Julia Dibrell,,CT,L8462-043
S2505118,05-20-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.85 ,INV0009437,Julia Dibrell,,CT,L8265-057
S2505199,05-20-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $227.05 ,INV0009428,Julia Dibrell,,CT,L8308-139
S2505202,05-20-25,Serta Simmons Bedding Company,50000174,61,yds, $4.07 , $246.24 ,INV0009428,Julia Dibrell,,CT,L8308-139
S2505153,05-20-25,Serta Simmons Bedding Company,700094134,91,yds, $3.85 , $350.35 ,INV0009439,Julia Dibrell,,CT,L8349-044
S2505180,05-20-25,Serta Simmons Bedding Company,700094134,168,yds, $3.85 , $648.34 ,INV0009430,Julia Dibrell,,CT,L8309-062
S2505136,05-20-25,Serta Simmons Bedding Company,700094134,57,yds, $3.85 , $219.45 ,INV0009427,Julia Dibrell,,CT,L8263-026
S2505126,05-20-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.00 ,INV0009429,Julia Dibrell,,CT,L8309-061
S2505275,05-20-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $229.04 ,INV0009432,Julia Dibrell,,CT,L8265-060
S2505267,05-20-25,Serta Simmons Bedding Company,700094134,95,yds, $3.85 , $365.75 ,INV0009435,Julia Dibrell,,CT,L8307-071
S2505158,05-20-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.00 ,INV0009434,Julia Dibrell,,CT,L8308-138
S2505252,05-20-25,Corsicana Bedding,CT2155-1,3154,yds, $1.33 ," $4,194.82 ",INV0009423,Camilla Franklin,,CT,212606-022
S2505254,05-20-25,E.S. Kluft & Co LLC,CT2155-1,494,yds, $1.33 , $657.02 ,INV0009440,Camilla Franklin,,CT,4502228299
S2505273,05-20-25,Serta Simmons Bedding Company,70005413,122,yds, $5.69 , $693.61 ,INV0009436,Julia Dibrell,,CT,L8308-140
S2505272,05-20-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009436,Julia Dibrell,,CT,L8308-140
S2505175,05-20-25,Serta Simmons Bedding Company,70005413,62,yds, $5.69 , $351.07 ,INV0009417,Julia Dibrell,,CT,L8806-001
S2505205,05-21-25,Southerland Inc,C1B3225-1,322,yds, $13.85 ," $4,456.93 ",INV0009464,Julia Dibrell,,CT,35068
S2505247,05-21-25,JEFFCO FIBRES INC,CT22150-1,1018,yds, $3.90 ," $3,970.20 ",INV0009424,Julia Dibrell,,CT,2034725
S2505269,05-21-25,Prana Sleep,C1B3987-1,1007,yds, $13.75 ," $13,842.12 ",INV0009463,Camilla Franklin,,CT,232-043
S2505292,05-21-25,SEALY INC,CT2155-1,479,yds, $1.61 , $771.19 ,INV0009465,House,,CT,415-304605-1
S2505242,05-21-25,JEFFCO FIBRES INC,CT4183-LAQ,492,yds, $6.75 ," $3,321.00 ",INV0009425,Julia Dibrell,,CT,2034726
S2505241,05-21-25,JEFFCO FIBRES INC,CT22150-1,381,yds, $3.90 ," $1,485.90 ",INV0009425,Julia Dibrell,,CT,2034726
S2505243,05-21-25,JEFFCO FIBRES INC,CT4183-LAQ,324,yds, $6.75 ," $2,187.00 ",INV0009425,Julia Dibrell,,CT,2034726
S2505255,05-21-25,Narcote,CF5127,931,yds, $2.95 ," $2,746.45 ",INV0009461,House,,CT,00007802-00
S2505248,05-21-25,JEFFCO FIBRES INC,C1B4313-2,504,yds, $12.25 ," $6,175.23 ",INV0009424,Julia Dibrell,,CT,2034725
S2505296,05-21-25,SEALY INC,CT2155-1,498,yds, $1.61 , $801.78 ,INV0009467,House,,CT,415-304874-1
S2505297,05-21-25,Serta Simmons Bedding Company,700094133,65,yds, $3.50 , $226.45 ,INV0009466,Julia Dibrell,,CT,L8308-141
S2505207,05-21-25,Southerland Inc,C1B3299-1,20,yds, $12.59 , $253.06 ,INV0009464,Julia Dibrell,,CT,35068
S2505298,05-21-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.08 ,INV0009466,Julia Dibrell,,CT,L8308-141
S2505206,05-21-25,Southerland Inc,C1B3912-1FS,254,yds, $13.50 ," $3,434.40 ",INV0009464,Julia Dibrell,,CT,35068
S2505299,05-21-25,Serta Simmons Bedding Company,70005413,121,yds, $5.69 , $687.35 ,INV0009466,Julia Dibrell,,CT,L8308-141
S2505244,05-21-25,JEFFCO FIBRES INC,CMR4067-3,1019,yds, $5.80 ," $5,912.52 ",INV0009424,Julia Dibrell,,CT,2034725
S2505262,05-21-25,Upper Midwest Sleep LLC,CEE3837-1,402,yds, $14.25 ," $5,728.50 ",INV0009462,Camilla Franklin,,CT,25-00100
S2505176,05-21-25,Purple Innovations LLC        2,CF5012,65,yds, $0.00 , $0.00 ,INV0009498,House,,CT,Scrim Sample
S2505246,05-21-25,JEFFCO FIBRES INC,C1B4312-1,1002,yds, $12.25 ," $12,273.27 ",INV0009424,Julia Dibrell,,CT,2034725
S2505328,05-22-25,Pleasant Mattress Inc.,C1B4014-1,133,yds, $10.45 ," $1,387.76 ",INV0009452,Camilla Franklin,,CT,151836
S2505309,05-22-25,Serta Simmons Bedding Company,70005413,361,yds, $5.69 ," $2,053.52 ",INV0009458,Julia Dibrell,,CT,L8263-028
S2505304,05-22-25,BROOKLYN BEDDING,C1B3194-1,349,yds, $3.98 ," $1,390.61 ",INV0009449,Camilla Franklin,,CT,35840
S2505322,05-22-25,Serta Simmons Bedding Company,70005413,40,yds, $5.69 , $228.74 ,INV0009460,Julia Dibrell,,CT,L8308-142
S2505324,05-22-25,Serta Simmons Bedding Company,50000173,91,yds, $3.66 , $332.69 ,INV0009460,Julia Dibrell,,CT,L8308-142
S2505097,05-22-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.00 ,INV0009455,Julia Dibrell,,CT,L8346-041
S2505173,05-22-25,Serta Simmons Bedding Company,700094134,64,yds, $3.85 , $247.94 ,INV0009457,Julia Dibrell,,CT,L8348-057
S2505308,05-22-25,Serta Simmons Bedding Company,70005413,82,yds, $5.69 , $464.30 ,INV0009447,Julia Dibrell,,CT,L8349-045
S2505264,05-22-25,Serta Simmons Bedding Company,70005413,250,yds, $5.69 ," $1,423.07 ",INV0009456,Julia Dibrell,,CT,L8306-048
S2505303,05-22-25,BROOKLYN BEDDING,CEE4317-1FI,454,yds, $8.75 ," $3,973.38 ",INV0009449,Camilla Franklin,,CT,35840
S2505334,05-22-25,Serta Simmons Bedding Company,70005413,78,yds, $5.69 , $446.10 ,INV0009446,Julia Dibrell,,CT,L8262-058
S2505325,05-22-25,Serta Simmons Bedding Company,70005413,300,yds, $5.69 ," $1,706.43 ",INV0009459,Julia Dibrell,,CT,L8359-034
S2505301,05-22-25,Serta Simmons Bedding Company,70005413,41,yds, $5.69 , $232.15 ,INV0009454,Julia Dibrell,,CT,L8265-061
S2505306,05-22-25,Royal Sleep LLC,CT2155-1,617,yds, $1.33 , $820.61 ,INV0009451,Camilla Franklin,,CT,B478-041
S2505316,05-22-25,Prana Sleep,CMR3513-2,100,yds, $4.99 , $501.00 ,INV0009444,Camilla Franklin,,CT,232-042
S2505318,05-22-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.84 ,INV0009453,Julia Dibrell,,CT,L8309-063
S2505323,05-22-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.84 ,INV0009460,Julia Dibrell,,CT,L8308-142
S2505265,05-22-25,Serta Simmons Bedding Company,50000173,41,yds, $3.66 , $148.96 ,INV0009456,Julia Dibrell,,CT,L8306-048
S2505327,05-22-25,Paramount Industrial Co Inc,CT3085-1FI,211,yds, $4.25 , $897.17 ,INV0009450,House,,CT,B716-007
S2505305,05-22-25,BROOKLYN BEDDING,CEE4078-2,543,yds, $10.50 ," $5,701.50 ",INV0009449,Camilla Franklin,,CT,35840
S2505319,05-22-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.79 ,INV0009453,Julia Dibrell,,CT,L8309-063
S2505321,05-22-25,Serta Simmons Bedding Company,50000173,45,yds, $3.66 , $166.16 ,INV0009453,Julia Dibrell,,CT,L8309-063
S2505335,05-22-25,Serta Simmons Bedding Company,50000182,51,yds, $4.99 , $256.49 ,INV0009481,Julia Dibrell,,CT,L8263-029
S2505313,05-22-25,Serta Simmons Bedding Company,70005413,41,yds, $5.69 , $232.15 ,INV0009448,Julia Dibrell,,CT,L8307-072
S2505329,05-22-25,Pleasant Mattress Inc.,CT2155-1,151,yds, $1.40 , $211.40 ,INV0009452,Camilla Franklin,,CT,151836
S2505346,05-23-25,Serta Simmons Bedding Company,50000182,51,yds, $4.99 , $253.99 ,INV0009471,Julia Dibrell,,CT,L8314-048
S2505333,05-23-25,SEALY INC,CT2155-1,6628,yds, $1.61 ," $10,671.08 ",INV0009476,House,,CT,610-0669351
S2505326,05-23-25,Serta Simmons Bedding Company,70005413,101,yds, $5.69 , $576.97 ,INV0009474,Julia Dibrell,,CT,L8462-044
S2505331,05-23-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009473,Julia Dibrell,,CT,L8346-042
S2505310,05-23-25,MIDWEST SLEEP,CEE3065-2CZ35,209,yds, $13.25 ," $2,774.55 ",INV0009480,Camilla Franklin,,CT,2500160
S2505330,05-23-25,Serta Simmons Bedding Company,70005413,228,yds, $5.69 ," $1,295.61 ",INV0009473,Julia Dibrell,,CT,L8346-042
S2505347,05-23-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.85 ,INV0009471,Julia Dibrell,,CT,L8314-048
S2505348,05-23-25,Serta Simmons Bedding Company,50000183,51,yds, $5.48 , $277.29 ,INV0009471,Julia Dibrell,,CT,L8314-048
S2505250,05-23-25,Serta Simmons Bedding Company,80004073,410,yds, $5.69 ," $2,332.90 ",INV0009477,Julia Dibrell,,CT,L8538-002
S2505356,05-23-25,Serta Simmons Bedding Company,70005413,106,yds, $5.69 , $600.29 ,INV0009474,Julia Dibrell,,CT,L8462-045
S2505367,05-23-25,Serta Simmons Bedding Company,70005413,183,yds, $5.69 ," $1,038.99 ",INV0009468,Julia Dibrell,,CT,L8346-044
S2505357,05-23-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.22 ,INV0009470,Julia Dibrell,,CT,L8349-046
S2505344,05-23-25,Serta Simmons Bedding Company,50000173,61,yds, $3.66 , $224.36 ,INV0009471,Julia Dibrell,,CT,L8314-048
S2505263,05-23-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,354,yds, $13.25 ," $4,694.48 ",INV0009479,Camilla Franklin,,CT,25-00100
S2505342,05-23-25,Biscayne Bedding International,C1B4014-1,235,yds, $10.45 ," $2,457.84 ",INV0009478,Camilla Franklin,,CT,25-00226
S2505018,05-23-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,314,yds, $13.25 ," $4,156.52 ",INV0009479,Camilla Franklin,,CT,25-00092
S2504427,05-23-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,107,yds, $13.25 ," $1,412.45 ",INV0009479,Camilla Franklin,,CT,25-00079
S2505350,05-23-25,Serta Simmons Bedding Company,70005413,45,yds, $5.69 , $257.19 ,INV0009471,Julia Dibrell,,CT,L8314-048
S2505343,05-23-25,Serta Simmons Bedding Company,70005413,139,yds, $5.69 , $790.91 ,INV0009472,Julia Dibrell,,CT,L8262-057
S2505332,05-23-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.70 ,INV0009473,Julia Dibrell,,CT,L8346-042
S2505355,05-23-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $230.30 ,INV0009469,Julia Dibrell,,CT,L8265-062
S2505360,05-27-25,Serta Simmons Bedding Company,70005413,174,yds, $5.69 , $989.49 ,INV0009489,Julia Dibrell,,CT,L8346-043
S2505352,05-27-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $234.58 ,INV0009483,Julia Dibrell,,CT,L8314-048
S2505317,05-27-25,Prana Sleep,CEE4585-1,96,yds, $13.25 ," $1,272.00 ",INV0009495,Camilla Franklin,,CT,232-042
S2505320,05-27-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $228.90 ,INV0009484,Julia Dibrell,,CT,L8309-063
S2505376,05-27-25,Serta Simmons Bedding Company,50000182,62,yds, $4.99 , $306.88 ,INV0009492,Julia Dibrell,,CT,L8308-143
S2505116,05-27-25,Serta Simmons Bedding Company,50000175,41,yds, $5.68 , $231.74 ,INV0009486,Julia Dibrell,,CT,L8308-136
S2505366,05-27-25,Serta Simmons Bedding Company,700094134,95,yds, $3.85 , $364.98 ,INV0009491,Julia Dibrell,,CT,L8262-059
